crash_date,news_date,headline
2022-01-21,2022-01-20,"ASU, UA report $57.5M in athletics subsidies in 2022, operating deficits - azcentral.com"
2022-01-21,2022-01-20,Retail Sales Slowed As 2022 Ended. What Does That Mean For 2023?
2022-01-21,2022-01-20,Missouri athletics 2022 NCAA revenues and expenses report released - Columbia Daily Tribune
2022-01-21,2022-01-20,Exchange Rates History for 20 January 2022 (20/01/2022)
2022-01-21,2022-01-21,Cybersecurity in 2022 – A Fresh Look at Some Very Alarming Stats - Forbes
2022-01-21,2022-01-21,"This grandmother has overseen dozens of elections in her city. And after 2020, she carries a gun - CNN"
2022-01-21,2022-01-21,"Louie Anderson, comic and ‘Baskets’ star, dead at 68 | CNN"
2022-01-21,2022-01-21,US Dollar Exchange Rates for 21/01/2022 (21 January 2022)
2022-01-21,2022-01-21,The Pandemic And The Gender Pay Gap In 2022 - Forbes
2022-01-21,2022-01-21,"Exercise smarter, not harder: Every small movement counts : NPR"
2022-01-21,2022-01-21,Venezuela LGBTQ rights: Military service members can be sent to prison for being gay. - The Washington Post
2022-01-21,2022-01-21,The S&P 500 Dropped 21% in 2022. It Could Happen Again This Year.
2022-01-27,2022-01-21,Cybersecurity in 2022 – A Fresh Look at Some Very Alarming Stats - Forbes
2022-01-27,2022-01-21,"This grandmother has overseen dozens of elections in her city. And after 2020, she carries a gun - CNN"
2022-01-27,2022-01-21,"Louie Anderson, comic and ‘Baskets’ star, dead at 68 | CNN"
2022-01-27,2022-01-21,US Dollar Exchange Rates for 21/01/2022 (21 January 2022)
2022-01-27,2022-01-21,The Pandemic And The Gender Pay Gap In 2022 - Forbes
2022-01-27,2022-01-21,"Exercise smarter, not harder: Every small movement counts : NPR"
2022-01-27,2022-01-21,Venezuela LGBTQ rights: Military service members can be sent to prison for being gay. - The Washington Post
2022-01-27,2022-01-21,The S&P 500 Dropped 21% in 2022. It Could Happen Again This Year.
2022-01-27,2022-01-22,"22 Predictions For 2022, And Why This Is Malcolm Gladwell’s Tipping Point Year"
2022-01-27,2022-01-22,Filing your 2022 taxes: Why your refund may be smaller - CNN
2022-01-27,2022-01-22,22 of the most anticipated electric vehicles coming in 2022
2022-01-27,2022-01-22,"Daily horoscope for January 22, 2022 - The Denver Post"
2022-01-27,2022-01-22,"Mega Millions numbers for 11/01/2022, Tuesday jackpot was $87 million - Newsweek"
2022-01-27,2022-01-22,"The 22 movies we hated in 2022 — and how to watch them, if you must"
2022-01-27,2022-01-22,"Overall crime up 22% in 2022, but down for December: NYPD"
2022-01-27,2022-01-23,NBA Roster Survey: Facts to know for the 2022-23 season
2022-01-27,2022-01-23,PGA TOUR releases full schedule for 2022-23 season
2022-01-27,2022-01-23,"Powerball Numbers for 01/28/23, Saturday Jackpot Was $572 Million"
2022-01-27,2022-01-23,Colombia killings of social leaders hit record in 2022 -ombudsman
2022-01-27,2022-01-23,"Powerball Numbers for 01/23/23, Monday Jackpot Was $502 Million"
2022-01-27,2022-01-23,NBA salary cap for 2022-23 season set at just over $123 million
2022-01-27,2022-01-23,The 2022 Providence Journal All-State Girls Tennis Team
2022-01-27,2022-01-23,Kuwaiti parliament approves budget for 2022-23 | Reuters
2022-01-27,2022-01-23,"District 10 basketball's updated standings, rankings, leaders 2022-23 - GoErie.com"
2022-01-27,2022-01-23,"2022 NFL playoffs: Brackets, seeds, schedules, TV times and more"
2022-01-27,2022-01-23,"The Best Films of 2022, So Far - The New York Times"
2022-01-27,2022-01-23,Tax deadline is April 18 and refunds are 10% smaller than last year : NPR
2022-01-27,2022-01-24,Exchange Rates History for 24 January 2022 (24/01/2022)
2022-01-27,2022-01-24,‘The Last Cuentista’ wins 2022 Newbery Medal for best children’s book
2022-01-27,2022-01-24,British Pound to US Dollar History: 2022 - Exchange Rates UK
2022-01-27,2022-01-24,16 Top Content Marketing Trends To Stay On Top Of In 2022 - Forbes
2022-01-27,2022-01-24,"Daily horoscope for January 24, 2022 – The Denver Post"
2022-01-27,2022-01-24,"The 22 movies we hated in 2022 — and how to watch them, if you must"
2022-01-27,2022-01-24,Tesla (TSLA) Q4 and full year 2022 preview: Here’s what to expect
2022-01-27,2022-01-25,"January 25, 2022 - Voice of America"
2022-01-27,2022-01-25,"Daily horoscope for January 25, 2022 – Chicago Tribune"
2022-01-27,2022-01-25,Exchange Rates History for 25 January 2022 (25/01/2022)
2022-01-27,2022-01-25,"Daily horoscope for January 25, 2022 – The Denver Post"
2022-01-27,2022-01-25,"Today’s famous birthdays list for January 25, 2022 includes celebrity Alicia Keys"
2022-01-27,2022-01-25,January has been brutal for stocks. Here’s why. - The Washington Post
2022-01-27,2022-01-25,The 3 Tax Numbers Employees Must Know In 2022 - Forbes
2022-01-27,2022-01-25,"Chicago Tonight | January 25, 2022 - Full Show - PBS"
2022-01-27,2022-01-25,2022 Was Another Record Year For Podcasts
2022-01-27,2022-01-25,Pac-12 football: Rankings the 2022 non-conference schedules - The Mercury News
2022-01-27,2022-01-25,US Dollar Exchange Rates for 25/01/2022 (25 January 2022)
2022-01-27,2022-01-26,Covid news summary: 26 January 2022 - AS USA
2022-01-27,2022-01-26,"Daily horoscope for January 26, 2022 – Chicago Tribune"
2022-01-27,2022-01-26,"Today’s famous birthdays list for January 26, 2022 includes celebrities Bob Uecker, David Strathairn"
2022-01-27,2022-01-26,"January 26, 2022 - Voice of America"
2022-01-27,2022-01-26,"Daily horoscope for January 26, 2022 – The Denver Post"
2022-01-27,2022-01-26,"Chicago Tonight | January 26, 2022 - Full Show - PBS"
2022-01-27,2022-01-26,What flight trends will stay in 2022 - The Washington Post
2022-01-27,2022-01-26,Exchange Rates History for 26 January 2022 (26/01/2022)
2022-01-27,2022-01-26,Australia’s national day should be one of pride. Instead it commemorates an invasion: opinion - CNN
2022-01-27,2022-01-26,Homicides were down in 2022 — but not by enough - The Washington Post
2022-01-27,2022-01-26,2022 Was the Worst Year Since 1937 for This Investing Strategy: Here's What History Says Happens Next - The Motley Fool
2022-01-27,2022-01-27,"2022 Asheville Airbnb shooting leads to lawsuit against company, property owner - The Citizen-Times"
2022-01-27,2022-01-27,DA: Sex charges against former Wichita Falls car dealer being 'actively worked'
2022-01-27,2022-01-27,‘Stranger Things’ Was The Most-Streamed Show Of 2022—Here’s The Surprising Top 10 - Forbes
2022-01-27,2022-01-27,MCAO to seek death penalty for adoptive parents charged with murder - azcentral.com
2022-01-27,2022-01-27,Naples woman convicted in January 2022 high-speed crash
2022-01-27,2022-01-27,"First BanCorp to Announce 4Q 2022 Results on January 27, 2023 - Business Wire"
2022-01-27,2022-01-27,How African startups raised venture capital in 2022 - TechCrunch
2022-02-17,2022-02-11,Exchange Rates History for 2 November 2022 (02/11/2022)
2022-02-17,2022-02-11,Powerball winning numbers for 11/02/22: $1.20 Billion Jackpot
2022-02-17,2022-02-11,2022 iPad Pro review: World's best tablet gets M2 power boost - but not much else - AppleInsider
2022-02-17,2022-02-11,$1.2 billion Powerball jackpot numbers drawn - New York Post
2022-02-17,2022-02-11,"What 2022 midterm candidates tweeted about at federal, state, local level - Pew Research Center"
2022-02-17,2022-02-11,Windows 11’s 2022 Update has something new for everyone
2022-02-17,2022-02-12,Canadian Dollar Exchange Rates for 02/12/2022 ( 2 December 2022)
2022-02-17,2022-02-12,"Mega Millions Numbers for 12/02/2022, Friday Jackpot Was $333 Million"
2022-02-17,2022-02-12,"The News Roundup For December 2, 2022 : 1A - NPR"
2022-02-17,2022-02-12,Costco Reports November 2022 Sales - Forbes
2022-02-17,2022-02-12,How an arcane 96-year-old law stopped the rail strike
2022-02-17,2022-02-12,"Oil companies' 2022 profits: How much did Exxon, BP and more make? - USA TODAY"
2022-02-17,2022-02-12,What Looks Different And What You Need To Know About Your 2022 Tax Return - Forbes
2022-02-17,2022-02-12,Mega Millions winning numbers for 12/02/22: $333 Million Jackpot
2022-02-17,2022-02-13,"Mega Millions numbers for 12/13/2022, Tuesday jackpot was $400 million - Newsweek"
2022-02-17,2022-02-13,"November 13, 2022 - Voice of America"
2022-02-17,2022-02-14,Exchange Rates History for 14 February 2022 (14/02/2022)
2022-02-17,2022-02-14,U.S. women make monobob history at the Winter Games : NPR
2022-02-17,2022-02-14,"5 things to know for Feb. 14: Ukraine, Pandemic, Taliban, Capitol riot, Olympics - CNN"
2022-02-17,2022-02-14,"Powerball lottery: Did you win Monday’s $183M Powerball drawing? Winning numbers, live results (02/14/2022)"
2022-02-17,2022-02-14,Powerball winning numbers for Feb. 14's $185.3M lottery jackpot - IndyStar
2022-02-17,2022-02-14,Orlando dubbed largest US travel and tourism destination for 2022 - USA TODAY
2022-02-17,2022-02-14,US Dollar Exchange Rates for 14/02/2022 (14 February 2022)
2022-02-17,2022-02-15,Exchange Rates History for 15 February 2022 (15/02/2022)
2022-02-17,2022-02-15,"Apple Music Replay 2022 now available, here’s how to find it"
2022-02-17,2022-02-15,Travel Trends for Spring 2022 - The New York Times
2022-02-17,2022-02-15,Kamila Valieva takes No. 1 spot in women's short program amid doping saga : NPR
2022-02-17,2022-02-15,"Report finds hotel industry will continue ""spotty"" recovery in 2022"
2022-02-17,2022-02-15,"Mega Millions lottery: Did you win Tuesday’s $53M drawing? Winning numbers, live results (02/15/22) - nj.com"
2022-02-17,2022-02-15,Mega Millions numbers for Feb. 15: $53M lottery drawing results - Courier-Journal
2022-02-17,2022-02-15,"Oil companies' 2022 profits: How much did Exxon, BP and more make? - USA TODAY"
2022-02-17,2022-02-15,US Dollar Exchange Rates for 15/02/2022 (15 February 2022)
2022-02-17,2022-02-16,"Colorado snow totals for Feb. 16-17, 2022 - The Denver Post"
2022-02-17,2022-02-16,US Dollar Exchange Rates for 16/02/2022 (16 February 2022)
2022-02-17,2022-02-16,Powerball numbers for Feb. 16: $20M lottery drawing results - IndyStar
2022-02-17,2022-02-16,"Daily horoscope for February 16, 2022 – The Denver Post"
2022-02-17,2022-02-16,IRS Tax Refund Deposit Dates 2022: When is the IRS sending refunds?
2022-02-17,2022-02-16,Next Gen analysis: How teams adapt to Tuesday rule change - NASCAR
2022-02-17,2022-02-16,Day 16: 2022 Winter Olympics Medal Count Update
2022-02-17,2022-02-16,Exchange Rates History for 16 February 2022 (16/02/2022)
2022-02-17,2022-02-17,Social security: Full retirement age stops changing this year - USA TODAY
2022-02-17,2022-02-17,Today’s news in 10 minutes - CNN
2022-02-17,2022-02-17,Design Thinking And Data: The New Power Couple Of 2022 - Forbes
2022-02-17,2022-02-17,Commodity Hedge Funds Ruled With Massive Returns In 2022 - Forbes
2022-02-17,2022-02-17,Why Kamila Valieva’s ‘very traumatizing’ skating controversy matters
2022-02-17,2022-02-17,"2 Russians medal at the Olympic figure skating final, but not Kamila Valieva - NPR"
2022-02-17,2022-02-17,"Microsoft Ships Visual Studio 2022 17.5, Touting AI-Powered Intent-Based Suggestions"
2022-02-23,2022-02-17,Social security: Full retirement age stops changing this year - USA TODAY
2022-02-23,2022-02-17,Today’s news in 10 minutes - CNN
2022-02-23,2022-02-17,Design Thinking And Data: The New Power Couple Of 2022 - Forbes
2022-02-23,2022-02-17,Commodity Hedge Funds Ruled With Massive Returns In 2022 - Forbes
2022-02-23,2022-02-17,Why Kamila Valieva’s ‘very traumatizing’ skating controversy matters
2022-02-23,2022-02-17,"2 Russians medal at the Olympic figure skating final, but not Kamila Valieva - NPR"
2022-02-23,2022-02-17,"Microsoft Ships Visual Studio 2022 17.5, Touting AI-Powered Intent-Based Suggestions"
2022-02-23,2022-02-18,US Dollar Exchange Rates for 18/02/2022 (18 February 2022)
2022-02-23,2022-02-18,The Five Biggest Education And Training Technology Trends In 2022 - Forbes
2022-02-23,2022-02-18,"Newsweek Magazine February 18, 2022 Issue"
2022-02-23,2022-02-18,U.S. stock futures waffle after Dow registers its worst day of 2022 - The Washington Post
2022-02-23,2022-02-18,Predictions: How Data And AI Will Shape Business Growth In 2022 - Forbes
2022-02-23,2022-02-18,"Mega Millions lottery: Did you win Friday’s $64M drawing? Winning numbers, live results (02/18/22) - nj.com"
2022-02-23,2022-02-19,US Dollar Exchange Rates for 19/02/2022 (19 February 2022)
2022-02-23,2022-02-19,"Daily horoscope for February 19, 2022 – The Denver Post"
2022-02-23,2022-02-19,"Powerball lottery: Did you win Saturday’s $31M Powerball drawing? Winning numbers, live results (02/19/2022) - nj.com"
2022-02-23,2022-02-19,Facebook is rebranding everything but faces the same old problems
2022-02-23,2022-02-19,"Oil companies' 2022 profits: How much did Exxon, BP and more make? - USA TODAY"
2022-02-23,2022-02-19,"Colorado snow totals for Feb. 11, 2022 - The Denver Post"
2022-02-23,2022-02-20,Presidents Day 2022: What’s open and closed | CNN Business
2022-02-23,2022-02-20,02/20/2022: Weather whiplash for the upcoming week - NEWS10 ABC
2022-02-23,2022-02-20,2022 Winter Olympics in Review: Look back at what happened in every sport - Click2Houston
2022-02-23,2022-02-20,US Dollar Exchange Rates for 20/02/2022 (20 February 2022)
2022-02-23,2022-02-20,"2022 Winter Olympics go down as most unwelcoming, controversial - USA TODAY"
2022-02-23,2022-02-20,2022 Winter Olympics in Review: Look back at what happened in every sport - ClickOnDetroit
2022-02-23,2022-02-21,US Dollar Exchange Rates for 21/02/2022 (21 February 2022)
2022-02-23,2022-02-21,Today’s news in 10 minutes - CNN
2022-02-23,2022-02-21,"Daily horoscope for February 21, 2022 – The Denver Post"
2022-02-23,2022-02-21,"Powerball lottery: Did you win Monday’s $37M Powerball drawing? Winning numbers, live results (02/21/2022) - nj.com"
2022-02-23,2022-02-21,9 moments that resonated at the 2022 Beijing Winter Olympics
2022-02-23,2022-02-21,"Jamal Edwards, pioneering music entrepreneur, dead at 31"
2022-02-23,2022-02-21,Powerball numbers for 2/21/22: $37M lottery drawing results - IndyStar
2022-02-23,2022-02-21,Incarcerated mothers work to reunite with their families in new documentary 'Apart' | Here & Now - WBUR
2022-02-23,2022-02-21,Dillard’s Reports Year End 2022 Results - Forbes
2022-02-23,2022-02-21,2022 FIFA World Cup: Economic Impact on Qatar and Regional Spillovers
2022-02-23,2022-02-22,"Twosday: What to know about February 22, 2022 | CNN"
2022-02-23,2022-02-22,2/22/22: These companies are celebrating 'Twosday' with special deals - NPR
2022-02-23,2022-02-22,'Twosday' 2/22/22: Why Tuesday is a special kind of palindrome
2022-02-23,2022-02-22,Today is 2-22-22 ... and a Tuesday. Here's how to celebrate the rare date
2022-02-23,2022-02-22,Does 2-22-22 mean anything special? - The Washington Post
2022-02-23,2022-02-22,"Oh, baby, 02-22-2022, a ‘Twosday’ birth date to remember for a Palmdale family"
2022-02-23,2022-02-22,A rare day: Palindrome day 02/22/2022 - KBTX News 3
2022-02-23,2022-02-22,"Colorado snow totals for Feb. 22-23, 2022 - The Denver Post"
2022-02-23,2022-02-22,"Twosday: What to know about February 22, 2022 | CNN"
2022-02-23,2022-02-23,Powerball numbers for 2/23/22: $45M lottery drawing results - IndyStar
2022-02-23,2022-02-23,"Oil companies' 2022 profits: How much did Exxon, BP and more make? - USA TODAY"
2022-02-23,2022-02-23,2022-23 All-NBA Team | NBA.com
2022-02-23,2022-02-23,2022-23 NFL season betting recap - Sports Illustrated
2022-02-23,2022-02-23,White supremacists behind over 80% of extremism-related U.S. murders in 2022 | Reuters
2022-02-23,2022-02-23,2022-23 NBA Awards | NBA.com
2022-02-23,2022-02-23,Indiana Pacers roster for the 2022-23 season
2022-03-11,2022-03-05,"Powerball numbers for October 5, 2022, Wednesday's jackpot was $353 million - Newsweek"
2022-03-11,2022-03-07,Canadian Dollar Exchange Rates for 03/07/2022 ( 3 July 2022)
2022-03-11,2022-03-07,Moroccan Dirham Exchange Rates for 03/07/2022 ( 3 July 2022)
2022-03-11,2022-03-07,Here are the best-selling smartphones of 2022 - 9to5Mac
2022-03-11,2022-03-07,Apple's iPhone dominated 2022 smartphone sales | AppleInsider
2022-03-11,2022-03-07,International IP Masters™ 2022 - IPWatchdog.com
2022-03-11,2022-03-07,Phys.org | Archive : 03/07/2022
2022-03-11,2022-03-07,Apple Dominates Top Ten Best-Selling Smartphones List for 2022
2022-03-11,2022-03-08,US Dollar Exchange Rates for 03/08/2022 ( 3 August 2022)
2022-03-11,2022-03-08,The US housing market is short 6.5 million homes - CNN
2022-03-11,2022-03-08,Moderna Plans $3 Billion Buyback With Covid Market Shifting
2022-03-11,2022-03-08,The US housing market is short 6.5 million homes - CNN
2022-03-11,2022-03-09,Mexican Peso Exchange Rates for 03/09/2022 ( 3 September 2022)
2022-03-11,2022-03-09,The Future Of Work In 2022 And Beyond - Forbes
